Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-10-26,185.348,186.576,180.142,180.142,217510.40017511
2021-10-27,179.964,181.27,174.401,176.203,352301.37996684
2021-10-28,177.153,178.677,171.056,171.056,373825.09943978
2021-10-29,172.323,175.391,170.818,172.105,387624.97196518
2021-11-02,174.401,174.401,168.918,171.65,326522.21989963
2021-11-03,172.046,175.51,171.234,171.828,410998.57551411
2021-11-04,172.244,179.746,171.452,179.251,284307.27930362
2021-11-05,180.142,181.33,175.609,176.995,208839.88944863
2021-11-08,176.995,180.023,176.401,177.173,86579.828386854
2021-11-09,176.579,180.993,176.42,179.845,196958.60231937
2021-11-10,180.399,180.637,176.539,178.895,150010.34282874
2021-11-12,180.637,185.368,180.221,182.914,308943.77476681
2021-11-15,182.834,187.922,181.449,181.449,260529.55034212
2021-11-16,182.122,185.447,180.518,181.132,249899.03136473
2021-11-17,182.617,182.617,177.39,178.103,200967.52641196
2021-11-18,178.083,180.023,176.183,179.489,183136.50289628
2021-11-19,178.163,187.665,176.678,187.071,468687.47815705
2021-11-22,187.071,195.484,184.695,192.495,610688.05530886
2021-11-23,192.02,198.948,188.456,198.948,969787.83502848
2021-11-24,197.84,198.948,184.596,184.636,562260.69680826
2021-11-25,187.071,189.03,183.29,185.17,196874.74629626
2021-11-26,183.111,184.893,179.251,183.626,559521.73682463
2021-11-29,185.091,196.771,185.032,189.565,544439.77642789
2021-11-30,178.163,184.596,173.51,182.617,985156.72446814
2021-12-01,181.666,183.705,176.282,183.111,455620.08294193
2021-12-02,180.637,181.825,175.688,178.163,364859.57716214
2021-12-03,179.726,181.706,178.083,179.608,628291.75827997
2021-12-06,180.241,183.448,179.251,182.122,281524.87583814
2021-12-07,183.012,187.744,181.528,183.686,368702.80983558
2021-12-08,183.507,186.14,181.666,184.299,252535.94968168
2021-12-09,182.122,184.854,176.757,178.301,322361.74877733
2021-12-10,177.945,179.449,176.242,176.717,148906.07013892
2021-12-13,176.836,181.706,176.836,180.756,269406.165029
2021-12-14,180.756,182.379,171.155,171.155,452152.68690216
2021-12-15,171.432,179.707,171.175,177.173,374612.13368074
2021-12-16,181.627,185.329,179.152,182.082,469139.08830559
2021-12-17,180.855,187.13,180.241,187.031,760424.60317059
2021-12-20,182.359,191.069,182.181,191.069,412949.49094325
2021-12-21,189.05,191.03,185.111,189.407,222836.77311265
2021-12-22,189.446,195.82,189.05,195.82,337807.42204537
2021-12-23,195.82,195.84,189.268,192.594,226655.75826134
2021-12-27,189.228,195.246,186.279,193.287,304140.74423853
2021-12-28,192.02,193.207,187.665,188.555,262691.62129931
2021-12-29,187.566,191.525,186.596,188.179,164363.86716934
2021-12-30,187.269,190.931,187.269,190.931,164496.21824195
2021-12-31,192.90,192.90,192.90,192.90,164496.21824195
